player_name,position,minutes_played,dpr,dpr_breakdown__defensive_impact,dpr_breakdown__build_up_quality,dpr_breakdown__positioning_score,dpr_breakdown__physical_play,status,team,number,key_stats_p90__shots_p90,key_stats_p90__shots_on_target_p90,key_stats_p90__goals_p90,key_stats_p90__passes_p90,key_stats_p90__successful_passes_p90,key_stats_p90__unsuccessful_passes_p90,key_stats_p90__key_passes_p90,key_stats_p90__assists_p90,key_stats_p90__avg_pass_distance_p90,key_stats_p90__progressive_passes_p90,key_stats_p90__duels_p90,key_stats_p90__duels_won_p90,key_stats_p90__tackles_p90,key_stats_p90__successful_tackles_p90,key_stats_p90__tackle_success_rate_pct_p90,key_stats_p90__interceptions_p90,key_stats_p90__clearances_p90,key_stats_p90__recoveries_p90,key_stats_p90__blocked_shots_p90,key_stats_p90__dribbles_p90,key_stats_p90__successful_dribbles_p90,key_stats_p90__dribble_success_rate_pct_p90,key_stats_p90__shot_accuracy_pct_p90,key_stats_p90__goal_conversion_pct_p90,key_stats_p90__passing_accuracy_pct_p90,key_stats_p90__key_pass_rate_pct_p90,key_stats_p90__duel_success_rate_pct_p90,raw_stats__possession__your_possession_time_seconds,raw_stats__possession__possession_pct,raw_stats__distribution__passes,raw_stats__distribution__successful_passes,raw_stats__distribution__unsuccessful_passes,raw_stats__distribution__passing_accuracy_pct,raw_stats__distribution__key_passes,raw_stats__distribution__key_pass_rate_pct,raw_stats__distribution__assists,raw_stats__distribution__avg_pass_distance,raw_stats__distribution__progressive_passes,raw_stats__attack__shots,raw_stats__attack__shots_on_target,raw_stats__attack__goals,raw_stats__attack__shot_accuracy_pct,raw_stats__attack__goal_conversion_pct,raw_stats__dribbles__dribbles,raw_stats__dribbles__successful_dribbles,raw_stats__dribbles__dribble_success_rate_pct,raw_stats__defense__duels,raw_stats__defense__duels_won,raw_stats__defense__duel_success_rate_pct,raw_stats__defense__tackles,raw_stats__defense__successful_tackles,raw_stats__defense__tackle_success_rate_pct,raw_stats__defense__interceptions,raw_stats__defense__clearances,raw_stats__defense__recoveries,raw_stats__defense__blocked_shots,raw_stats__discipline__fouls_conceded,raw_stats__discipline__yellow_cards,raw_stats__discipline__red_cards,shots_p90,shots_on_target_p90,goals_p90,passes_p90,successful_passes_p90,unsuccessful_passes_p90,key_passes_p90,assists_p90,avg_pass_distance_p90,progressive_passes_p90,duels_p90,duels_won_p90,tackles_p90,successful_tackles_p90,tackle_success_rate_pct_p90,interceptions_p90,clearances_p90,recoveries_p90,blocked_shots_p90,dribbles_p90,successful_dribbles_p90,dribble_success_rate_pct_p90,shot_accuracy_pct_p90,goal_conversion_pct_p90,passing_accuracy_pct_p90,key_pass_rate_pct_p90,duel_success_rate_pct_p90,dpr_breakdown__game_control,dpr_breakdown__transition_play,dpr_breakdown__defensive_contribution,dpr_breakdown__creativity,dpr_breakdown__work_rate,dpr_breakdown__finishing_quality,dpr_breakdown__offensive_contribution,dpr_breakdown__link_up_play,dpr_breakdown__movement_threat,dpr_breakdown__shot_stopping,dpr_breakdown__distribution_quality,dpr_breakdown__command_area,dpr_breakdown__ball_playing,dpr_breakdown__consistency,raw_stats__goalkeeper__shots_faced,raw_stats__goalkeeper__saves,raw_stats__goalkeeper__goals_conceded,raw_stats__goalkeeper__save_pct,raw_stats__goalkeeper__shots_on_target_against,raw_stats__goalkeeper__goals_against,saves_p90,goals_conceded_p90,shots_faced_p90,shots_on_target_against_p90,goals_against_p90,save_pct_p90,saves_per90,goals_against_per90,shots_on_target_against_per90,save_pct,match_number,match_id,added_at,position_history,position_changed,shots_raw,shots_on_target_raw,goals_raw,passes_raw,successful_passes_raw,unsuccessful_passes_raw,passing_accuracy_pct_raw,key_passes_raw,assists_raw,avg_pass_distance_raw,progressive_passes_raw,duels_raw,duels_won_raw,tackles_raw,successful_tackles_raw,interceptions_raw,clearances_raw,recoveries_raw,blocked_shots_raw,dribbles_raw,successful_dribbles_raw,dribble_success_rate_pct_raw,note
"Barro, Harvy",LB,808.2,70.23,59.07,45.41,35.57,68.3,substitute,Summit Peak FC,23,0.0,0.0,0.0,0.0,65.83,51.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.06,59.42,0.0,0.0,0.0,0.0,0.0,66.14,38.86,59.36,72.68,70.76,65.95,64.33,16286,33.58,15,5,10,33.33,0,0.0,0,10.65,0,4,1,0,25.0,0.0,6,4,66.67,60,48,80.0,26,6,23.08,2,19,4,1,1,0,0,0.445,0.111,0.0,1.67,0.56,1.11,0.0,0.0,1.186,0.0,6.682,5.345,2.895,0.67,2.57,0.223,2.116,0.445,0.111,0.668,0.45,7.42,2.78,75.66,3.71,38.32,8.91,47.07,34.35,76.71,64.09,37.3,21.49,68.54,49.69,66.91,25.52,58.52,36.63,43.46,59.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45.25,1,0,5,50.13,14,Match_69,2025-03-15T13:45:35.779706+00:00,[],0,4,1,0,15,5,10,43.92,0,0,1.63,5,60,48,26,6,2,19,4,1,6,4,47.13,
"Espana, Dave",LW,1039.01,66.49,51.06,34.42,21.76,59.78,starter,Riverside FC,51,0.0,0.0,0.0,0.0,79.05,56.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,32.02,0.0,0.0,0.0,0.0,0.0,54.13,40.82,69.24,48.13,33.71,58.16,59.31,19244,30.87,585,164,421,28.03,20,3.42,2,26.53,26,30,5,1,16.67,3.33,18,3,16.67,19,19,100.0,22,22,100.0,10,11,6,2,2,1,0,2.599,0.433,0.087,50.673,14.21,36.47,1.732,0.173,2.298,2.252,1.646,1.646,1.906,1.91,8.66,0.866,0.953,0.52,0.173,1.559,0.26,1.44,1.44,0.29,2.43,0.3,8.66,47.64,41.9,48.26,75.46,74.07,37.44,29.54,73.03,44.51,68.25,53.65,59.41,58.93,38.05,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.19,2,6,0,47.07,19,Match_299,2025-08-14T05:29:28.780705+00:00,[],0,30,5,1,585,164,421,75.15,20,2,4.78,2,19,19,22,22,10,11,6,2,18,3,75.25,
"Ybanez, Moimoi",LW,1305.19,56.44,61.14,34.5,75.52,23.81,substitute,City United,86,0.0,0.0,0.0,0.0,71.9,75.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31,73.13,0.0,0.0,0.0,0.0,0.0,50.42,65.15,75.66,61.51,49.96,64.19,50.01,19842,25.34,1044,180,864,17.24,9,0.86,0,23.52,10,9,2,1,22.22,11.11,1,1,100.0,34,26,76.47,35,19,54.29,7,9,0,1,1,2,0,0.621,0.138,0.069,71.99,12.41,59.58,0.621,0.0,1.622,0.69,2.344,1.793,2.413,1.31,3.74,0.483,0.621,0.0,0.069,0.069,0.07,6.9,1.53,0.77,1.19,0.06,5.27,28.26,53.55,41.07,41.26,60.6,61.35,58.16,37.99,40.61,59.48,77.57,25.65,32.58,33.62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71.05,2,6,2,35.67,12,Match_104,2025-03-25T06:37:19.781706+00:00,[],0,9,2,1,1044,180,864,60.27,9,0,4.28,2,34,26,35,19,7,9,0,1,1,1,58.6,
"Ebrada, Zraim Uichi",CB,874.81,66.19,57.55,55.08,39.45,24.7,DNP,Summit Peak FC,78,0.0,0.0,0.0,0.0,49.61,38.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.65,52.05,0.0,0.0,0.0,0.0,0.0,74.31,30.25,68.51,72.74,65.36,71.61,60.2,5643,10.75,758,601,157,79.29,18,2.37,2,6.26,22,16,6,0,37.5,0.0,7,4,57.14,30,18,60.0,23,11,47.83,3,11,6,1,2,1,0,1.646,0.617,0.0,77.983,61.83,16.15,1.852,0.206,0.644,2.263,3.086,1.852,2.366,1.13,4.92,0.309,1.132,0.617,0.103,0.72,0.41,5.88,3.86,37.11,8.16,0.24,6.17,59.93,75.39,40.64,41.45,65.35,33.2,47.23,21.88,65.89,28.14,31.19,70.71,44.94,31.99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78.63,1,4,0,57.23,1,Match_17,2025-08-13T09:42:32.781706+00:00,[],0,16,6,0,758,601,157,44.1,18,2,1.08,2,30,18,23,11,3,11,6,1,7,4,71.64,
"Ebrada, Zraim Uichi",CB,738.78,40.54,21.95,39.8,56.93,55.41,starter,Coastal Town,8,0.0,0.0,0.0,0.0,38.83,70.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88,62.72,0.0,0.0,0.0,0.0,0.0,60.72,40.58,38.16,52.58,45.64,74.69,65.02,8956,20.2,483,96,387,19.88,19,3.93,1,5.49,6,3,0,0,0.0,0.0,7,4,57.14,22,16,72.73,12,1,8.33,3,20,8,1,1,1,0,0.365,0.0,0.0,58.84,11.69,47.15,2.315,0.122,0.669,0.731,2.68,1.949,1.462,0.12,1.01,0.365,2.436,0.975,0.122,0.853,0.49,6.96,78.55,45.92,2.42,0.48,8.86,28.57,69.25,74.86,62.23,45.13,33.65,68.23,76.86,77.14,32.92,66.9,69.67,51.86,53.36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50.78,3,4,1,64.95,6,Match_166,2025-01-28T03:51:26.782711+00:00,[],0,3,0,0,483,96,387,32.14,19,1,2.69,6,22,16,12,1,3,20,8,1,7,4,78.73,
"Pormento, Edzon",RWB,1088.74,43.63,74.92,25.07,22.29,59.19,starter,Riverstone FC,79,0.0,0.0,0.0,0.0,67.82,50.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.09,42.9,0.0,0.0,0.0,0.0,0.0,33.05,47.94,73.28,33.42,45.37,35.47,49.03,9424,14.43,938,602,336,64.18,22,2.35,4,21.82,52,15,3,1,20.0,6.67,7,2,28.57,35,13,37.14,22,10,45.45,4,17,13,2,2,2,0,1.24,0.248,0.083,77.539,49.76,27.78,1.819,0.331,1.804,4.299,2.893,1.075,1.819,0.83,3.76,0.331,1.405,1.075,0.165,0.579,0.17,2.36,1.65,0.55,5.31,0.19,3.07,29.41,78.88,49.03,27.12,58.55,39.24,44.48,61.0,26.88,60.39,48.06,27.59,74.19,77.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.2,6,4,2,62.56,19,Match_296,2025-04-28T16:56:43.783707+00:00,[],0,15,3,1,938,602,336,66.89,22,4,0.49,4,35,13,22,10,4,17,13,2,7,2,42.72,
"Garces, Josh",ST,1335.64,27.56,68.53,30.65,27.86,58.77,starter,Mapúa University,41,0.0,0.0,0.0,0.0,61.3,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17,71.61,0.0,0.0,0.0,0.0,0.0,75.93,33.16,43.22,46.85,66.83,53.51,56.78,2481,3.1,780,477,303,61.15,27,3.46,3,24.51,27,68,18,1,26.47,1.47,25,5,20.0,35,33,94.29,28,9,32.14,5,27,7,1,3,3,0,4.582,1.213,0.067,52.559,32.14,20.42,1.819,0.202,1.652,1.819,2.358,2.224,1.887,0.61,2.17,0.337,1.819,0.472,0.067,1.685,0.34,1.35,1.78,0.1,4.12,0.23,6.35,64.54,51.24,53.63,53.3,22.05,32.78,76.41,58.28,72.83,30.21,38.97,43.99,65.67,22.83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53.31,6,3,3,24.66,6,Match_114,2025-01-11T02:53:33.783707+00:00,[],0,68,18,1,780,477,303,53.07,27,3,2.65,3,35,33,28,9,5,27,7,1,25,5,41.33,
"Abellana, Marco",CAM,1015.77,33.69,66.26,64.41,61.11,24.61,starter,Summit Peak FC,31,0.0,0.0,0.0,0.0,35.39,73.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.92,74.39,0.0,0.0,0.0,0.0,0.0,53.63,32.54,61.72,77.65,56.5,73.33,70.77,14752,24.2,306,29,277,9.48,6,1.96,1,5.11,10,14,3,1,21.43,7.14,25,15,60.0,34,15,44.12,9,3,33.33,3,15,8,0,3,1,0,1.24,0.266,0.089,27.112,2.57,24.54,0.532,0.089,0.453,0.886,3.012,1.329,0.797,0.27,2.95,0.266,1.329,0.709,0.0,2.215,1.33,5.32,1.9,0.63,0.84,0.17,3.91,65.14,43.2,27.29,66.78,44.66,44.92,20.54,52.25,60.6,60.81,58.91,62.08,79.42,64.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31.73,6,4,2,36.37,2,Match_362,2025-02-19T08:55:01.784706+00:00,[],0,14,3,1,306,29,277,64.41,6,1,1.1,2,34,15,9,3,3,15,8,0,25,15,85.81,
"Legara, Ezralph",CDM,848.34,44.77,40.31,69.36,56.0,47.21,substitute,Far Eastern University,79,0.0,0.0,0.0,0.0,63.42,34.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.37,73.08,0.0,0.0,0.0,0.0,0.0,78.63,56.28,70.79,39.34,49.91,40.88,75.98,14614,28.71,812,312,500,38.42,17,2.09,3,9.39,35,16,8,1,50.0,6.25,11,11,100.0,20,14,70.0,18,6,33.33,4,8,7,1,3,1,0,1.697,0.849,0.106,86.145,33.1,53.04,1.804,0.318,0.996,3.713,2.122,1.485,1.91,0.64,3.54,0.424,0.849,0.743,0.106,1.167,1.17,10.61,5.3,0.66,4.08,0.22,7.43,49.91,34.18,46.77,61.06,26.98,65.31,50.06,44.92,28.48,45.54,55.08,44.05,28.07,44.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61.67,4,5,6,55.3,20,Match_67,2025-11-18T01:28:51.785706+00:00,[],0,16,8,1,812,312,500,69.2,17,3,4.8,5,20,14,18,6,4,8,7,1,11,11,85.62,
"Acebedo, James",LW,812.8,39.78,33.61,56.06,79.42,64.23,substitute,City United,24,0.0,0.0,0.0,0.0,76.12,66.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.47,70.91,0.0,0.0,0.0,0.0,0.0,58.61,79.54,61.65,44.73,36.22,47.75,33.57,9809,20.11,314,89,225,28.34,5,1.59,1,9.9,20,5,1,0,20.0,0.0,20,7,35.0,8,6,75.0,12,8,66.67,3,12,1,1,1,1,0,0.554,0.111,0.0,34.769,9.85,24.91,0.554,0.111,1.096,2.215,0.886,0.664,1.329,0.89,7.38,0.332,1.329,0.111,0.111,2.215,0.78,3.88,2.21,30.78,3.14,0.18,8.3,32.43,75.38,35.72,21.63,35.02,38.79,52.32,53.92,55.59,74.14,75.62,32.99,53.07,66.76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,74.17,1,2,6,35.38,4,Match_377,2025-07-25T16:35:10.785706+00:00,[],0,5,1,0,314,89,225,64.75,5,1,1.71,4,8,6,12,8,3,12,1,1,20,7,55.06,
"Mapula, Paul Vincent",CB,587.79,27.67,69.64,40.08,46.89,56.77,DNP,Metro FC,84,0.0,0.0,0.0,0.0,43.48,59.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26,62.67,0.0,0.0,0.0,0.0,0.0,65.37,46.47,44.57,65.66,50.87,71.86,71.89,2261,6.41,329,58,271,17.63,9,2.74,1,23.18,5,5,4,0,80.0,0.0,4,2,50.0,11,2,18.18,4,4,100.0,2,11,2,0,0,2,0,0.766,0.612,0.0,50.375,8.88,41.49,1.378,0.153,3.549,0.766,1.684,0.306,0.612,0.61,15.31,0.306,1.684,0.306,0.0,0.612,0.31,7.66,12.25,62.39,2.7,0.42,2.78,67.4,63.63,59.37,69.96,48.62,37.09,56.86,57.46,23.41,29.67,72.09,26.39,27.45,36.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51.5,1,3,1,43.97,10,Match_15,2025-01-16T01:11:59.786706+00:00,[],0,5,4,0,329,58,271,70.03,9,1,2.63,4,11,2,4,4,2,11,2,0,4,2,53.5,
"Moleje, Josh",CDM,1010.84,66.96,32.68,71.18,62.63,58.9,starter,De La Salle University,74,0.0,0.0,0.0,0.0,56.66,66.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.81,56.31,0.0,0.0,0.0,0.0,0.0,32.61,61.32,45.32,76.9,58.98,69.7,75.08,17001,28.03,1331,1331,0,100.0,19,1.43,1,7.13,59,10,1,1,10.0,10.0,10,4,40.0,36,16,44.44,11,4,36.36,4,17,15,3,1,1,0,0.89,0.089,0.089,118.505,100.0,72.51,1.692,0.089,0.635,5.253,3.205,1.425,0.979,0.36,3.24,0.356,1.514,1.336,0.267,0.89,0.36,3.56,0.89,0.89,8.9,0.13,3.96,73.22,23.21,51.82,76.87,61.86,26.83,32.43,69.4,49.98,45.56,49.63,31.31,61.0,30.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,76.73,1,3,4,71.15,4,Match_23,2025-08-13T02:39:11.786706+00:00,[],0,10,1,1,1331,1331,0,44.8,19,1,1.39,2,36,16,11,4,4,17,15,3,10,4,77.44,
"Soria, Stephen",RWB,1235.76,56.61,28.73,39.33,77.66,40.52,DNP,Adamson University,78,0.0,0.0,0.0,0.0,71.92,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03,42.04,0.0,0.0,0.0,0.0,0.0,66.46,76.56,69.82,48.48,73.68,54.71,75.73,18412,24.83,901,570,331,63.26,11,1.22,2,7.16,69,9,2,0,22.22,0.0,13,8,61.54,29,21,72.41,20,13,65.0,11,23,3,0,2,1,0,0.655,0.146,0.0,65.62,41.51,24.11,0.801,0.146,0.521,5.025,2.112,1.529,1.457,0.95,4.73,0.801,1.675,0.218,0.0,0.947,0.58,4.48,1.62,30.3,4.61,0.09,5.27,46.28,36.34,70.02,62.03,31.06,53.46,72.69,57.76,70.58,74.19,69.89,69.92,72.06,73.88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.38,3,5,0,54.01,11,Match_390,2025-10-14T04:08:13.787706+00:00,[],0,9,2,0,901,570,331,42.67,11,2,1.01,5,29,21,20,13,11,23,3,0,13,8,82.83,
"Santos, Aris",CAM,648.9,70.73,21.93,79.12,56.68,71.97,starter,Eastview Rangers,36,0.0,0.0,0.0,0.0,56.45,42.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63,48.94,0.0,0.0,0.0,0.0,0.0,49.35,45.38,54.88,73.58,47.09,65.63,79.6,4978,12.79,156,156,0,100.0,4,2.56,0,9.89,6,9,2,0,22.22,0.0,5,1,20.0,3,1,33.33,12,6,50.0,2,10,7,1,1,1,0,1.248,0.277,0.0,21.637,21.64,79.7,0.555,0.0,1.372,0.832,0.416,0.139,1.664,0.83,6.93,0.277,1.387,0.971,0.139,0.693,0.14,2.77,3.08,42.2,13.87,0.36,4.62,62.16,47.65,58.16,73.52,39.72,76.74,75.54,45.11,50.49,23.99,32.37,77.78,48.23,76.06,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,68.52,8,4,4,32.51,12,Match_221,2025-07-09T02:31:29.788706+00:00,[],0,9,2,0,156,156,0,87.41,4,0,3.09,1,3,1,12,6,2,10,7,1,5,1,51.1,
"Lopez, Harvy",LW,962.28,43.39,61.86,38.46,44.68,62.09,substitute,National University,97,0.0,0.0,0.0,0.0,44.03,75.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.12,62.4,0.0,0.0,0.0,0.0,0.0,68.19,35.03,43.88,67.09,44.82,58.99,71.57,20766,35.97,361,312,49,86.43,9,2.49,1,20.54,12,40,23,7,57.5,17.5,28,10,35.71,2,2,100.0,11,6,54.55,8,10,6,1,1,1,0,3.741,2.151,0.655,33.764,29.18,4.58,0.842,0.094,1.921,1.122,0.187,0.187,1.029,0.56,5.1,0.748,0.935,0.561,0.094,2.619,0.94,3.34,5.38,1.64,8.08,0.23,9.35,76.28,27.08,64.15,45.55,23.91,40.18,79.38,20.48,68.16,37.1,38.54,41.09,57.26,57.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.58,0,2,3,27.71,12,Match_202,2025-11-01T13:31:25.788706+00:00,[],0,40,23,7,361,312,49,33.33,9,1,3.55,3,2,2,11,6,8,10,6,1,28,10,88.42,
"Tagara, Pedro",RW,796.12,29.64,23.93,69.36,66.95,31.51,starter,Northbridge FC,33,0.0,0.0,0.0,0.0,74.79,31.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.15,37.25,0.0,0.0,0.0,0.0,0.0,53.79,67.73,40.41,72.86,70.68,40.58,39.86,16788,35.15,402,68,334,16.92,4,1.0,0,10.19,14,25,17,1,68.0,4.0,25,19,76.0,1,1,100.0,6,2,33.33,2,11,7,1,2,2,0,2.826,1.922,0.113,45.445,7.69,37.76,0.452,0.0,1.152,1.583,0.113,0.113,0.678,0.23,3.77,0.226,1.244,0.791,0.113,2.826,2.15,8.59,7.69,0.45,1.91,0.11,11.3,60.61,70.15,67.58,67.01,38.33,36.83,57.86,28.93,20.13,45.48,30.66,64.68,36.21,31.48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,79.05,2,3,3,32.85,10,Match_104,2025-01-19T14:43:30.789706+00:00,[],0,25,17,1,402,68,334,84.42,4,0,2.49,0,1,1,6,2,2,11,7,1,25,19,84.82,
"Perez, Nico",CF,615.27,38.6,79.13,48.78,57.89,20.5,substitute,City United,78,0.0,0.0,0.0,0.0,76.08,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11,35.46,0.0,0.0,0.0,0.0,0.0,55.0,51.03,60.61,76.36,48.83,37.4,37.9,10834,29.35,402,186,216,46.27,5,1.24,1,11.14,13,32,2,1,6.25,3.12,2,1,50.0,20,13,65.0,8,1,12.5,2,8,5,0,2,1,0,4.681,0.293,0.146,58.803,27.21,31.6,0.731,0.146,1.63,1.902,2.926,1.902,1.17,0.15,1.83,0.293,1.17,0.731,0.0,0.293,0.15,7.31,0.91,0.46,6.77,0.18,9.51,54.16,68.4,56.3,77.61,37.0,32.57,56.06,70.37,48.22,39.69,35.52,27.48,52.97,32.08,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,62.86,4,2,2,29.23,13,Match_203,2025-05-30T03:13:20.790706+00:00,[],0,32,2,1,402,186,216,24.52,5,1,1.88,2,20,13,8,1,2,8,5,0,2,1,58.37,
"Alonzo, Kaye",CM,928.46,66.46,45.13,63.67,20.0,40.32,starter,Metro FC,62,0.0,0.0,0.0,0.0,33.88,73.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.98,37.89,0.0,0.0,0.0,0.0,0.0,44.31,36.57,33.67,70.2,66.28,61.43,57.7,6096,10.94,956,317,639,33.16,34,3.56,6,23.75,37,16,1,1,6.25,6.25,6,3,50.0,0,0,63.78,6,2,33.33,0,5,14,3,1,3,0,1.551,0.097,0.097,92.67,30.73,61.94,3.296,0.582,2.302,3.587,0.0,0.0,0.582,0.19,3.23,0.0,0.485,1.357,0.291,0.582,0.29,4.85,0.61,0.61,3.21,0.35,6.18,52.57,50.31,76.62,61.17,43.06,59.73,35.65,73.21,60.99,32.26,61.66,78.18,42.08,73.26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.16,5,2,1,50.29,17,Match_311,2025-05-27T09:07:58.790706+00:00,[],0,16,1,1,956,317,639,28.36,34,6,0.57,4,0,0,6,2,0,5,14,3,6,3,66.74,
"Alonzo, Kaye",CM,761.73,50.71,67.38,57.75,65.64,34.96,starter,Goldenfield Rovers,39,0.0,0.0,0.0,0.0,57.6,42.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.44,67.62,0.0,0.0,0.0,0.0,0.0,34.27,77.37,58.16,70.28,55.13,40.01,48.15,12641,27.66,525,431,94,82.1,7,1.33,1,24.97,21,9,4,1,44.44,11.11,10,1,10.0,18,7,38.89,12,12,100.0,6,11,4,1,2,1,0,1.063,0.473,0.118,62.03,50.92,11.11,0.827,0.118,2.95,2.481,2.127,0.827,1.418,1.42,11.82,0.709,1.3,0.473,0.118,1.182,0.12,1.18,5.25,1.31,9.7,0.16,4.59,58.81,54.38,65.52,44.43,53.56,23.11,43.12,39.38,41.05,21.14,70.39,21.3,24.77,65.85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58.8,3,4,1,27.22,16,Match_294,2025-01-01T08:12:39.791705+00:00,[],0,9,4,1,525,431,94,56.29,7,1,1.13,6,18,7,12,12,6,11,4,1,10,1,64.31,
"Asignar, Josh Rupert",CB,535.75,46.99,45.3,48.61,70.53,74.13,starter,National University,48,0.0,0.0,0.0,0.0,76.11,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,69.48,0.0,0.0,0.0,0.0,0.0,59.79,71.86,75.55,58.86,77.14,40.4,31.52,6006,18.68,195,186,9,95.38,8,4.1,0,25.16,8,10,1,2,10.0,20.0,4,2,50.0,21,3,14.29,3,2,66.67,4,15,5,0,1,2,0,1.68,0.168,0.336,32.758,31.25,1.51,1.344,0.0,4.227,1.344,3.528,0.504,0.504,0.34,11.2,0.672,2.52,0.84,0.0,0.672,0.34,8.4,1.68,3.36,16.02,0.69,2.4,46.91,33.19,27.44,46.79,36.8,41.44,47.69,45.68,60.51,73.41,43.29,76.59,46.67,38.79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33.35,0,2,2,62.59,7,Match_130,2025-03-25T14:03:57.791705+00:00,[],0,10,1,2,195,186,9,20.89,8,0,2.05,2,21,3,3,2,4,15,5,0,4,2,79.0,
"Tabelin, Kirvy",GK,1176.15,54.84,41.04,37.88,24.56,65.26,starter,De La Salle University,40,0.0,0.0,0.0,0.0,57.68,61.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.84,68.43,0.0,0.0,0.0,0.0,0.0,38.68,35.4,38.15,47.6,32.04,60.62,39.66,3929,5.57,236,20,216,8.47,3,1.27,0,28.92,14,8,2,1,25.0,12.5,12,1,8.33,28,9,32.14,20,1,5.0,6,20,9,2,4,2,0,0.612,0.153,0.077,18.059,1.53,16.53,0.23,0.0,2.213,1.071,2.143,0.689,1.53,0.08,0.38,0.459,1.53,0.689,0.153,0.918,0.08,0.64,1.91,0.96,0.65,0.1,2.46,65.99,59.1,32.48,57.32,23.49,21.94,63.06,54.26,36.67,22.01,44.54,43.91,63.56,29.0,9,1,8,11.11,9,8,0.077,0.612,0.689,0.689,0.612,0.85,4,5,4,83.18,20,Match_121,2025-10-11T09:42:29.792706+00:00,[],0,8,2,1,236,20,216,21.88,3,0,3.68,5,28,9,20,1,6,20,9,2,12,1,26.73,
"Labrador, Sean",CB,896.08,69.34,50.14,64.93,46.87,75.75,starter,University of the Philippines,88,0.0,0.0,0.0,0.0,53.22,69.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.82,36.14,0.0,0.0,0.0,0.0,0.0,40.54,64.73,62.36,69.64,78.59,35.06,50.7,2806,5.22,177,17,160,9.6,5,2.82,1,13.69,6,15,9,2,60.0,13.33,8,8,100.0,27,11,40.74,13,3,23.08,8,5,4,3,1,1,0,1.507,0.904,0.201,17.777,1.71,16.07,0.502,0.1,1.375,0.603,2.712,1.105,1.306,0.3,2.32,0.803,0.502,0.402,0.301,0.803,0.8,10.04,6.03,1.34,0.96,0.28,4.09,44.11,24.59,63.81,48.22,45.5,25.58,58.57,58.87,50.67,60.14,36.84,47.69,55.01,43.99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.01,4,3,2,59.38,20,Match_158,2025-05-29T16:24:35.793707+00:00,[],0,15,9,2,177,17,160,33.37,5,1,1.59,1,27,11,13,3,8,5,4,3,8,8,80.35,
